# TimeStamp   : 2020-06-17 15:12:36
# Strategy    : MasterCode
# Symbol      : BO
# TimeFrame   : M15
# Date Range  : 2010-01-03 --> 2019-12-31
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# === All parameters need to be INTEGER ===
# 
#  - Main node within <Inputs> and </Inputs>
# 
#  - Fixed-input parameters are with syntax:
# 
#     <Input>
#       <Name>parameter_name</Name>
#       <Value>0.5</Value>
#     </Input>
# 
#  - Optimizable parameter are with syntax:
# 
#     <OptRange>
#       <Name>parameter_name</Name>
#       <Start>1</Start>
#       <Stop>20</Stop>
#       <Step>1</Step>
#     </OptRange>
# 
# For Backtest: only the <Start> value of <OptRange> parameters is read.
# -->
# <Inputs>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>1</Value>
#     </Input>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1 = L, 2 = S, 3 = both -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..7:1 -->
#         <Start>1</Start>
#         <Stop>7</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..3:1 -->
#         <Start>1</Start>
#         <Stop>3</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>DOW_switch</Name>         <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Intraday_switch</Name>    <!-- 0..10:1 -->
#         <Start>0</Start>
#         <Stop>10</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>        <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>       <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades,  AvgTicks,   WinPerc, PftFactor,    NP/MDD, Expectancy,   Z-score, BOMR_switch, Side_switch,    MyStop, POI_switch, Distance_switch, DOW_switch, Intraday_switch, Filter1L_switch, Filter1S_switch, fractN_long, fractN_short,   epsilon, 
       61,     27.90,     63.93,      2.08,      2.76,      0.39,      1.44,           1,           2,           0,           6,           1,           1,           0,           0,           9,           0,           1,           0, 
       88,     17.58,     56.82,      1.69,      2.64,      0.30,      1.44,           1,           2,           0,           6,           1,           0,           6,           0,          42,           0,           1,           0, 
       40,     36.18,     60.00,      2.18,      2.54,      0.47,      1.44,           1,           2,           0,           6,           1,           0,           3,           0,          21,           0,           1,           0, 
       65,     26.20,     64.62,      2.09,      2.76,      0.38,      1.44,           1,           2,           0,           6,           1,           0,           0,           0,           9,           0,           1,           0, 
      116,     12.30,     51.72,      1.62,      2.75,      0.30,      1.44,           1,           2,           0,           3,           2,           1,           0,           0,           7,           0,           2,           0, 
      187,      8.59,     48.66,      1.46,      3.38,      0.24,      1.44,           1,           2,           0,           3,           2,           1,           0,           0,          43,           0,           2,           0, 
       78,     17.54,     50.00,      1.75,      2.66,      0.37,      1.44,           1,           2,           0,           5,           2,           0,           0,           0,          18,           0,           4,           0, 
      100,     14.55,     49.00,      1.69,      3.14,      0.35,      1.44,           1,           2,           0,           6,           1,           1,           0,           0,           1,           0,           2,           0, 
       48,     34.00,     58.33,      2.36,      3.08,      0.57,      1.44,           1,           2,           0,           6,           1,           1,           0,           0,           9,           0,           2,           0, 
       54,     26.33,     61.11,      2.14,      2.54,      0.45,      1.44,           1,           2,           0,           6,           1,           0,           0,           0,          17,           0,           2,           0, 
       46,     32.02,     63.04,      2.43,      3.71,      0.53,      1.43,           1,           2,           0,           3,           3,           0,           0,           0,          29,           0,           0,           0, 
      125,     11.89,     50.40,      1.56,      4.37,      0.28,      1.43,           1,           2,           0,           4,           2,           3,           0,           0,          22,           0,           4,           0, 
       30,     40.40,     46.67,      3.12,      4.42,      1.13,      1.43,           1,           2,           0,           3,           3,           0,           0,           0,          20,           0,           0,           0, 
       64,     21.03,     48.44,      1.87,      3.96,      0.45,      1.43,           1,           2,           0,           4,           2,           3,           0,           0,           1,           0,           4,           0, 
       79,     17.05,     53.16,      1.84,      2.65,      0.39,      1.43,           1,           2,           0,           3,           3,           1,           0,           0,           4,           0,           0,           0, 
       58,     20.64,     53.45,      1.92,      1.80,      0.43,      1.43,           1,           2,           0,           6,           1,           4,           0,           0,          29,           0,           1,           0, 
      115,     11.84,     53.04,      1.60,      3.98,      0.28,      1.43,           1,           2,           0,           4,           2,           0,           0,           0,          13,           0,           4,           0, 
